abejaip	_ _
gicpiel	_ g' i ts' p' ie l _
gidluk	_ g' i d l u k _
gidni	_ g' i d' n' i _
gie	_ g' ie _
gieaiseit	_ g' ie a j s' e j t _
gieaièðut	_ g' ie a j tS S u t _
giearp	_ g' ie a r p _
gieatierg	_ g' ie a t' ie r k _
gieatël	_ g' ie a t' ee l _
gieavas	_ g' ie a v a s _
gieavierk	_ g' ie a v' ie r k _
gied	_ g' ie t _
giedr	_ g' ie d r _
giedrin	_ g' ie d' r' i n _
giedro	_ g' iE d r oo _
giedrotie	_ g' iE d r oo t' ie _
giedrë	_ g' iE d' r' ee _
gieirp	_ g' i e j r p _
gieivas	_ g' i e j v a s _
gielagta	_ g' ie l a k t a _
giems	_ g' ie m s _
giepa	_ g' ie p a _
gieps	_ g' ie p s _
gierap	_ g' ie r a p _
gierep	_ g' ie r' e p _
giert	_ g' ie r t _
gierusiv	_ g' ie r u s' i v _
gieta	_ g' ie t a _
gieus	_ g' ie w s _
gievd	_ g' ie v t _
gievlos	_ g' ie v l oo s _
gieði	_ g' iE S' i _
gieþ	_ g' ie S _
gieþu	_ g' ie Z U _
gif	_ g' i f _
gifmep	_ g' i f' m' e p _
gig	_ g' i k _
gil	_ g' i l _
gilailbmard	_ g' i l a j l b m a r t _
gilajuark	_ g' i l a j' u a r k _
gilaluak	_ g' i l a l u a k _
gilapo	_ g' i l a p oo _
gilarbradis	_ g' i l a r b r a d' i s _
gilarkuc	_ g' i l a r k u ts _
gilb	_ g' i l p _
gilbats	_ g' i l b a t s _
gilbmug	_ g' i l b m u k _
gild	_ g' i l t _
gildouj	_ g' i l d oo w j' _
gile	_ g' i l' E _
gilen	_ g' i l' e n _
gilgeim	_ g' i l' g' e j m _
gilglid	_ g' i l' g' l' i t _
gilia	_ g' i l' e _
gilin	_ g' i l' i n _
giljotin	_ g' i l' j' oo t' i n _
giljoðir	_ g' i l' j' oo S' i r _
gilkak	_ g' i l k a k _
gilkliv	_ g' i l' k' l' i v _
gilnednav	_ g' i l' n' e d n a v _
gilneip	_ g' i l' n' e j p _
gilnemka	_ g' i l' n' e m k a _
gilnoduar	_ g' i l n oo d u a r _
gilprek	_ g' i l' p' r' e k _
gilrûj	_ g' i l r uu j' _
gilsno	_ g' i l s n oo _
gilson	_ g' i l s oo n _
gilsuas	_ g' i l s u a s _
giltarð	_ g' i l t a r S _
giltierg	_ g' i l' t' ie r k _
giltkip	_ g' i l' t' k' i p _
giltlab	_ g' i l t l a p _
giltleg	_ g' i l' t' l' e k _
giltlim	_ g' i l' t' l' i m _
giltorp	_ g' i l t oo r p _
giltuisap	_ g' i l t u j s a p _
giltëmëd	_ g' i l' t' ee m' ee t _
giltðrak	_ g' i l t S r a k _
gilë	_ g' I l' ee _
gilðað	_ g' i l S a S _
gilþyrd	_ g' i l' Z' ii r t _
gilþyv	_ g' i l' Z' ii v _
gilþëv	_ g' i l' Z' ee v _
gim	_ g' i m _
gimailuaik	_ g' i m a j l u a j k _
gimd	_ g' i m t _
gimen	_ g' i m' e n _
gimer	_ g' i m' e r _
gimini	_ g' i m' i n' I _
giminin	_ g' i m' i n' i n _
gimluaik	_ g' i m l u a j k _
gimnastik	_ g' i m n a s' t' i k _
gims	_ g' I M s _
gimsup	_ g' i m s u p _
ginefp	_ g' i n' e f p _
ginefpshcier	_ g' i n' e f' p' s' h' ts' ie r _
gineplemið	_ g' i n' e p' l' e m' i S _
ginio	_ g' i n' oo _
ginip	_ g' i n' i p _
ginipainlev	_ g' i n' i p a j n' l' e v _
ginipalskom	_ g' i n' i p a l s k oo m _
ginipatðiv	_ g' i n' i p a t' S' i v _
ginipatþav	_ g' i n' i p a d Z a v _
ginipeb	_ g' i n' i p' e p _
ginipgyþ	_ g' i n' i b' g' ii S _
ginipknar	_ g' i n' i p k n a r _
giniplek	_ g' i n' i p' l' e k _
ginipmoun	_ g' i n' i p m oo w n _
ginipneid	_ g' i n' i p' n' e j t _
ginipneðik	_ g' i n' i p' n' e S' i k _
ginipnoilek	_ g' i n' i p n oo j l' e k _
ginipnyrg	_ g' i n' i p' n' ii r k _
ginipnyvkan	_ g' i n' i p' n' ii v k a n _
ginipsled	_ g' i n' i p' s' l' e t _
giniptabra	_ g' i n' i p t a b r a _
giniptoudav	_ g' i n' i p t oo w d a v _
giniptouridnamok	_ g' i n' i p t oo w r' i d n a m oo k _
giniptsiam	_ g' i n' i p' t' s' e m _
giniptsrak	_ g' i n' i p t s r a k _
giniptub	_ g' i n' i p t u p _
ginipþdid	_ g' i n' i b' Z' d' i t _
ginkl	_ g' i n k l _
gintara	_ g' i n t a r a _
gintarë	_ g' I N t a r' ee _
ginuk	_ g' i n u k _
ginuksup	_ g' i n u k s u p _
ginukði	_ g' i n u k' S' i _
ginè	_ g' i n tS _
gip	_ g' i p _
gips	_ g' i p s _
gipypa	_ g' i p' ii p a _
gir	_ g' i r _
girag	_ g' i r a k _
girb	_ g' i r p _
gird	_ g' i r t _
girdor	_ g' i r d oo r _
girg	_ g' i r k _
girga	_ g' I r g a _
girgin	_ g' i r' g' i n _
girgs	_ g' i r k s _
girgtelë	_ g' i r' k' t' e l' ee _
girgþ	_ g' i r k S _
girgþd	_ g' i r k S t _
girgþden	_ g' i r' g' Z' d' e n _
girgþdin	_ g' i r' g' Z' d' i n _
girgþduli	_ g' i r g Z d u l' i _
girgþt	_ g' I r k S t _
girgþtelë	_ g' i r' k' S' t' e l' ee _
girgþèio	_ g' i r' k' S' tS' oo _
girininka	_ g' i r' i n' i n k a _
girkcilb	_ g' i r' k' ts' i l p _
girkð	_ g' i r k S _
girkðno	_ g' i r k S n oo _
girps	_ g' i r p s _
girsno	_ g' i r s n oo _
girta	_ g' i r t a _
girtni	_ g' i r' t' n' i _
girtuoklia	_ g' i r t uo k' l' e _
gis	_ g' I s _
gitepmi	_ g' i t' e p' m' i _
gits	_ g' i t s _
giug	_ g' u k _
giv	_ g' i v _
giþ	_ g' i S _
giþen	_ g' i Z' e n _
giþin	_ g' i Z' i n _
giþtelë	_ g' i S' t' e l' ee _
giþë	_ g' i Z' ee _
gla	_ g l a _
glabo	_ g l a b oo _
glabst	_ g l a p s t _
glad	_ g l a t _
gladarp	_ g l a d a r p _
gladi	_ g l a d' i _
gladih	_ g l a d' i h _
gladkliv	_ g l a t' k' l' i v _
gladneiv	_ g l a d' n' e j v _
glaist	_ g l a j s t _
glamonë	_ g l a m Oo n' ee _
glamþ	_ g l a m S _
glats	_ g l a t s _
glau	_ g l a w _
glaub	_ g l a w p _
glaubst	_ g l a w p s t _
glaud	_ g l a w t _
glaudin	_ g l a w d' i n _
glaudë	_ g l A W d' ee _
glaust	_ g l a w s t _
glav	_ g l a v _
glavap	_ g l a v a p _
glaveirp	_ g l a v' e j r p _
glaveirpen	_ g l a v' e j r' p' e n _
glavirp	_ g l a v' i r p _
glavsup	_ g l a v s u p _
glavta	_ g l a v t a _
glavþ	_ g l a v S _
glavþarp	_ g l a v Z a r p _
glavþoun	_ g l a v Z oo w n _
glavþpa	_ g l a v S p a _
glavþrep	_ g l a v' Z' r' e p _
glavþta	_ g l a v S t a _
glavþu	_ g l a v Z u _
glavþëluasap	_ g l a v' Z' ee l u a s a p _
glazûr	_ g l a z uu r _
glaþ	_ g l a S _
gle	_ g' l' e _
gleb	_ g' l' e p _
glebin	_ g' l' e b' i n _
gleg	_ g' l' e k _
gleimë	_ g' l' E J m' ee _
gleivë	_ g' l' e j v' eE _
gleizo	_ g' l' e j z oo _
glemþ	_ g' l' e m S _
gleop	_ g' l' e oo p _
gletrev	_ g' l' e t' r' e v _
gleþnë	_ g' l' e Z' n' ee _
gli	_ g' l' i _
gliap	_ g' l' e p _
gliaud	_ g' l' e w t _
gliaum	_ g' l' e w m _
gliaumë	_ g' l' e w m' eE _
glid	_ g' l' i t _
glidatkip	_ g' l' i d a t' k' i p _
glidtkip	_ g' l' i t' t' k' i p _
glie	_ g' l' ie _
glikozilin	_ g' l' i k oo z' i l' i n _
glims	_ g' l' i m s _
glimstoulð	_ g' l' i m s t oo w l S _
gliop	_ g' l' oo p _
glirepus	_ g' l' i r' e p u s _
glis	_ g' l' I s _
glisup	_ g' l' i s u p _
glit	_ g' l' i t _
gliten	_ g' l' i t' e n _
glitin	_ g' l' i t' i n _
glitë	_ g' l' i t' ee _
gliurg	_ g' l' u r k _
glivap	_ g' l' i v a p _
gliveirp	_ g' l' i v' e j r p _
glivþ	_ g' l' i v S _
glivþta	_ g' l' i v S t a _
gliypa	_ g' l' i ii p a _
gliði	_ g' l' i S' i _
glob	_ g l oo p _
globaliz	_ g l oo b a l' i s _
globo	_ g l oo b oo _
globst	_ g l oo p s t _
glodin	_ g l oo d' i n _
glost	_ g l oo s t _
glostinë	_ g l oo s' t' i n' ee _
glotnin	_ g l oo t' n' i n _
glu	_ g l u _
glud	_ g l u t _
gluden	_ g l u d' e n _
gludin	_ g l u d' i n _
glum	_ g l u m _
glumin	_ g l u m' i n _
gluodin	_ g l uo d' i n _
gluosni	_ g l uo s' n' i _
glup	_ g l u p _
glust	_ g l U s t _
glustelë	_ g l u s' t' e l' ee _
gluts	_ g l u t s _
gluð	_ g l u S _
glëb	_ g' l' ee p _
glëbesèi	_ g' l' ee b' e S' tS' i _
glëbi	_ g' l' ee b' I _
glëjë	_ g' l' ee j' ee _
glëzo	_ g' l' ee z oo _
glûd	_ g l uu t _
glûdin	_ g l uu d' i n _
glûdinë	_ g l uu d' I n' ee _
gmat	_ g m a t _
gna	_ g n a _
gnab	_ g n a p _
gnabapmurt	_ g n a b a p m u r t _
gnabarp	_ g n a b a r p _
gnabaþ	_ g n a b a S _
gnaborkim	_ g n a b oo r' k' i m _
gnabrûj	_ g n a b r uu j' _
gnacnrok	_ g n a ts n r oo k _
gnad	_ g n a t _
gnadap	_ g n a d a p _
gnadeirp	_ g n a d' e j r p _
gnadnaf	_ g n a d n a f _
gnadota	_ g n a d oo t a _
gnadpa	_ g n a t p a _
gnadrep	_ g n a d' r' e p _
gnadþu	_ g n a dZ u _
gnaeirp	_ g n a e j r p _
gnag	_ g n a k _
gnaglor	_ g n a g l oo r _
gnaib	_ g n a j p _
gnaibinë	_ g n a j b' I n' ee _
gnaibio	_ g n a j b' oo _
gnaj	_ g n a j' _
gnal	_ g n a l _
gnalaf	_ g n a l a f _
gnalailaþ	_ g n a l a j l a S _
gnalaièalp	_ g n a l a j tS a l p _
gnalaneiv	_ g n a l a n' e j v _
gnalap	_ g n a l a p _
gnalatmið	_ g n a l a t' m' i S _
gnalavka	_ g n a l a v k a _
gnaleb	_ g n a l' e p _
gnaleirp	_ g n a l' e j r p _
gnalf	_ g n a l f _
gnalgots	_ g n a l g oo t s _
gnalneiv	_ g n a l' n' e j v _
gnalprat	_ g n a l p r a t _
gnaltna	_ g n a l t n a _
gnaluprat	_ g n a l u p r a t _
gnaluðriv	_ g n a l u S' r' i v _
gnalykerp	_ g n a l' ii k' e r p _
gnalypa	_ g n a l' ii p a _
gnalð	_ g n a l S _
gnalþu	_ g n a l Z u _
gnamais	_ g n a m a j s _
gnaneiv	_ g n a n' e j v _
gnapert	_ g n a p' e r t _
gnaprat	_ g n a p r a t _
gnaps	_ g n a p s _
gnapseirp	_ g n a p' s' e j r p _
gnar	_ g n a r _
gnarap	_ g n a r a p _
gnarb	_ g n a r p _
gnarbus	_ g n a r b u s _
gnarbypa	_ g n a r' b' ii p a _
gnard	_ g n a r t _
gnareirp	_ g n a r' e j r p _
gnareirpen	_ g n a r' e j r' p' e n _
gnaremub	_ g n a r' e m u p _
gnariv	_ g n a r' i v _
gnarops	_ g n a r oo p s _
gnaropsooz	_ g n a r oo p s oo oo s _
gnaropsorkam	_ g n a r oo p s oo r k a m _
gnaropsorkim	_ g n a r oo p s oo r' k' i m _
gnarpa	_ g n a r p a _
gnarps	_ g n a r p s _
gnarutaè	_ g n a r u t a tS _
gnaràs	_ g n a r aa s _
gnatak	_ g n a t a k _
gnatemag	_ g n a t' e m a k _
gnaton	_ g n a t oo n _
gnator	_ g n a t oo r _
gnats	_ g n a t s _
gnatsap	_ g n a t s a p _
gnatsta	_ g n a t s t a _
gnatsum	_ g n a t s u m _
gnatugnaro	_ g n a t u g n a r oo _
gnatð	_ g n a t S _
gnav	_ g n a v _
gnavagni	_ g n a v a g' n' i _
gnavcguc	_ g n a v dz g u ts _
gnavta	_ g n a v t a _
gnavþ	_ g n a v S _
gnaðeirp	_ g n a S' e j r p _
gnaþ	_ g n a S _
gnaþap	_ g n a Z a p _
gnaþarp	_ g n a Z a r p _
gnaþoun	_ g n a Z oo w n _
gnaþta	_ g n a S t a _
gnaþu	_ g n a Z u _
gnedagots	_ g' n' e d a g oo t s _
gnedgots	_ g' n' e d g oo t s _
gneizin	_ g' n' e j z' i n _
gnek	_ g' n' e k _
gnelep	_ g' n' e l' e p _
gnelepoidar	_ g' n' e l' e p oo j d a r _
gnels	_ g' n' e l s _
gneram	_ g' n' e r a m _
gnets	_ g' n' e t s _
gnevëluas	_ g' n' e v' ee l u a s _
gni	_ g' n' i _
gniauþ	_ g' n' e w S _
gnib	_ g' n' i p _
gnibails	_ g' n' i b a j l s _
gnibakeirp	_ g' n' i b a k' e j r p _
gnibats	_ g' n' i b a t s _
gnibiaþ	_ g' n' i b' e S _
gnibilk	_ g' n' i b' i l k _
gniblak	_ g' n' i b l a k _
gniblakði	_ g' n' i b l a k' S' i _
gnible	_ g' n' i b' l' e _
gnibol	_ g' n' i b oo l _
gnibrad	_ g' n' i b r a t _
gnibrag	_ g' n' i b r a k _
gnibt	_ g' n' I p t _
gnibtelë	_ g' n' i p' t' e l' ee _
gnibuais	_ g' n' i b u a j s _
gnibyniþ	_ g' n' i b' ii n' i S _
gnibyrûk	_ g' n' i b' ii r uu k _
gnibyvas	_ g' n' i b' ii v a s _
gnibyvyg	_ g' n' i b' ii v' ii k _
gnicarg	_ g' n' i ts a r k _
gnicasnes	_ g' n' i ts a s' n' e s _
gnicibma	_ g' n' i ts' i b m a _
gnickaer	_ g' n' i ts k a e r _
gnicnednet	_ g' n' i ts' n' e d' n' e t _
gnicome	_ g' n' i ts oo m' e _
gnicroporp	_ g' n' i ts r oo p oo r p _
gnicuilover	_ g' n' i ts u j l oo v' e r _
gnid	_ g' n' i t _
gnidam	_ g' n' i d a m _
gnidarði	_ g' n' i d a r' S' i _
gnidef	_ g' n' i d' e f _
gnidem	_ g' n' i d' e m _
gnidemnekejk	_ g' n' i d' e m' n' e k' e j' k _
gniden	_ g' n' i d' e n _
gnidia	_ g' n' i d' e _
gnidiagþu	_ g' n' i d' e g Z u _
gnidialk	_ g' n' i d' e l k _
gnidialði	_ g' n' i d' e l' S' i _
gnidiav	_ g' n' i d' e v _
gnidid	_ g' n' i d' i t _
gnidierk	_ g' n' i d' ie r k _
gnidlam	_ g' n' i d l a m _
gnidlav	_ g' n' i d l a v _
gnidloh	_ g' n' i d l oo h _
gnidnarps	_ g' n' i d n a r p s _
gnidnaþ	_ g' n' i d n a S _
gnidnog	_ g' n' i d n oo k _
gnidolem	_ g' n' i d oo l' e m _
gnidoud	_ g' n' i d oo w t _
gnidoun	_ g' n' i d oo w n _
gnidoþ	_ g' n' i d oo S _
gnidraks	_ g' n' i d r a k s _
gnidreð	_ g' n' i d' r' e S _
gnidrið	_ g' n' i d' r' i S _
gniduailk	_ g' n' i d u a j l k _
gniduaið	_ g' n' i d u a j S _
gniduaks	_ g' n' i d u a k s _
gniduampa	_ g' n' i d u a m p a _
gniduan	_ g' n' i d u a n _
gniduarg	_ g' n' i d u a r k _
gnidup	_ g' n' i d u p _
gnidy	_ g' n' i d' ii _
gnidyrbni	_ g' n' i d' ii r' b' n' i _
gnidyrbsork	_ g' n' i d' ii r p s oo r k _
gnidyrbtua	_ g' n' i d' ii r p t u a _
gnidzelb	_ g' n' i dz' e l p _
gnidziav	_ g' n' i dz' e v _
gnidziavði	_ g' n' i dz' e v' S' i _
gnidzyvap	_ g' n' i dz' ii v a p _
gnidëb	_ g' n' i d' ee p _
gnidëg	_ g' n' i d' ee k _
gnidûb	_ g' n' i d uu p _
gnidûr	_ g' n' i d uu r _
gnidûrg	_ g' n' i d uu r k _
gnifejler	_ g' n' i f' e j' l' e r _
gnifres	_ g' n' i f' r' e s _
gnifresdniv	_ g' n' i f' r' e z' d' n' i v _
gnigalem	_ g' n' i g a l' e m _
gnigan	_ g' n' i g a n _
gnigeins	_ g' n' i g' e j n s _
gnigiadði	_ g' n' i g' e t' S' i _
gnigiatði	_ g' n' i g' e t' S' i _
gnigierap	_ g' n' i g' ie r a p _
gnigiler	_ g' n' i g' i l' e r _
gniginip	_ g' n' i g' i n' i p _
gniglav	_ g' n' i g l a v _
gnigou	_ g' n' i g oo w _
gnigrav	_ g' n' i g r a v _
gnigrene	_ g' n' i g' r' e n' e _
gniguard	_ g' n' i g u a r t _
gnigëj	_ g' n' i g' ee j' _
gnijavs	_ g' n' i j' e v s _
gnijeba	_ g' n' i j' e b a _
gnijeila	_ g' n' i j' e j l a _
gnijilk	_ g' n' i j' i l k _
gnijok	_ g' n' i j' oo k _
gnijomàs	_ g' n' i j' oo m aa s _
gnijovap	_ g' n' i j' oo v a p _
gnijuark	_ g' n' i j' u a r k _
gnijëv	_ g' n' i j' ee v _
gnik	_ g' n' i k _
gnika	_ g' n' i k a _
gnikas	_ g' n' i k a s _
gnikasap	_ g' n' i k a s a p _
gnikasta	_ g' n' i k a s t a _
gnikein	_ g' n' i k' e j n _
gnikerk	_ g' n' i k' e r k _
gnikerp	_ g' n' i k' e r p _
gnikias	_ g' n' i k' e s _
gnikiat	_ g' n' i k' e t _
gnikiatoun	_ g' n' i k' e t oo w n _
gnikiav	_ g' n' i k' e v _
gnikiv	_ g' n' i k' i v _
gnikizir	_ g' n' i k' i z' i r _
gniklak	_ g' n' i k l a k _
gniklams	_ g' n' i k l a m s _
gnikoms	_ g' n' i k oo m s _
gnikouj	_ g' n' i k oo w j' _
gnikrap	_ g' n' i k r a p _
gnikravt	_ g' n' i k r a v t _
gniksurd	_ g' n' i k s u r t _
gnikytoun	_ g' n' i k' ii t oo w n _
gnikëd	_ g' n' i k' ee t _
gnikðiar	_ g' n' i k' S' e r _
gnikðiarði	_ g' n' i k' S' e r' S' i _
gnikðim	_ g' n' i k' S' i m _
gnikþo	_ g' n' i g Z oo _
gnil	_ g' n' i l _
gnilabeir	_ g' n' i l a b' e j r _
gnilad	_ g' n' i l a t _
gniladnaks	_ g' n' i l a d n a k s _
gnilag	_ g' n' i l a k _
gnilagras	_ g' n' i l a g r a s _
gnilagrep	_ g' n' i l a g' r' e p _
gnilagres	_ g' n' i l a g' r' e s _
gnilakier	_ g' n' i l a k' ie r _
gnilakiereb	_ g' n' i l a k' ie r' e p _
gnilapiel	_ g' n' i l a p' ie l _
gnilas	_ g' n' i l a s _
gnilav	_ g' n' i l a v _
gnilaviag	_ g' n' i l a v' e k _
gnilað	_ g' n' i l a S _
gnilaþ	_ g' n' i l a S _
gnilbird	_ g' n' i l' b' i r t _
gnilbmak	_ g' n' i l b m a k _
gnilbmud	_ g' n' i l b m u t _
gnile	_ g' n' i l' e _
gnilecnak	_ g' n' i l' e ts n a k _
gnilemuk	_ g' n' i l' e m u k _
gnilemð	_ g' n' i l' e m S _
gnilgna	_ g' n' i l g n a _
gniliag	_ g' n' i l' e k _
gniliem	_ g' n' i l' ie m _
gnilif	_ g' n' i l' i f _
gnilird	_ g' n' i l' i r t _
gnilits	_ g' n' i l' i t s _
gnilium	_ g' n' i l' u m _
gnilièkip	_ g' n' i l' i tS' k' i p _
gnilið	_ g' n' i l' i S _
gnilketði	_ g' n' i l' k' e t' S' i _
gnilkneþ	_ g' n' i l' k' n' e S _
gnilkreg	_ g' n' i l' k' r' e k _
gnilkrug	_ g' n' i l k r u k _
gnilkubets	_ g' n' i l k u b' e t s _
gnilkysiat	_ g' n' i l' k' ii s' e t _
gnilkës	_ g' n' i l' k' ee s _
gniloib	_ g' n' i l oo j p _
gniloil	_ g' n' i l oo j l _
gniloks	_ g' n' i l oo k s _
gnilom	_ g' n' i l oo m _
gnilomkark	_ g' n' i l oo m k a r k _
gnilop	_ g' n' i l oo p _
gnilotsoun	_ g' n' i l oo t s oo w n _
gnilou	_ g' n' i l oo w _
gnilouk	_ g' n' i l oo w k _
gniloþ	_ g' n' i l oo S _
gnilred	_ g' n' i l' r' e t _
gnilrets	_ g' n' i l' r' e t s _
gnilsiev	_ g' n' i l' s' ie v _
gnilsir	_ g' n' i l' s' i r _
gnilsivk	_ g' n' i l' s' i v k _
gnilskit	_ g' n' i l' s' k' i t _
gnilskom	_ g' n' i l s k oo m _
gnilsou	_ g' n' i l s oo w _
gnilsrev	_ g' n' i l' s' r' e v _
gnilsuj	_ g' n' i l s u j' _
gniltiaks	_ g' n' i l' t' e k s _
gniluagpa	_ g' n' i l u a k p a _
gniluagþu	_ g' n' i l u a g Z u _
gniluak	_ g' n' i l u a k _
gniluas	_ g' n' i l u a s _
gniludeg	_ g' n' i l u d' e k _
gniludiaks	_ g' n' i l u d' e k s _
gniludieg	_ g' n' i l u d' ie k _
gniludnips	_ g' n' i l u d' n' i p s _
gniluduaks	_ g' n' i l u d u a k s _
gniluduans	_ g' n' i l u d u a n s _
gniluduar	_ g' n' i l u d u a r _
gniluduarg	_ g' n' i l u d u a r k _
gniludyvap	_ g' n' i l u d' ii v a p _
gnilugiavs	_ g' n' i l u g' e v s _
gnilukap	_ g' n' i l u k a p _
gniluksum	_ g' n' i l u k s u m _
gnilukðort	_ g' n' i l u k S oo r t _
gniluob	_ g' n' i l uo p _
gnilupos	_ g' n' i l u p oo s _
gnilupriv	_ g' n' i l u p' r' i v _
gnilupruið	_ g' n' i l u p r u j S _
gnilupurks	_ g' n' i l u p u r k s _
gniluseiv	_ g' n' i l u s' e j v _
gnilusok	_ g' n' i l u s oo k _
gnilusud	_ g' n' i l u s u t _
gnilutrin	_ g' n' i l u t' r' i n _
gnilutuais	_ g' n' i l u t u a j s _
gnilutuis	_ g' n' i l u t u j s _
gniluþeiþ	_ g' n' i l u Z' e j S _
gnilyv	_ g' n' i l' ii v _
gnilëms	_ g' n' i l' ee m s _
gnilðkuið	_ g' n' i l S k u j S _
gnilûp	_ g' n' i l uu p _
gnimajap	_ g' n' i m a j' e p _
gnimalf	_ g' n' i m a l f _
gnimel	_ g' n' i m' e l _
gnimetsis	_ g' n' i m' e t' s' i s _
gnimgërd	_ g' n' i m' g' ee r t _
gnimiab	_ g' n' i m' e p _
gnimiaboveid	_ g' n' i m' e b oo v' e j t _
gnimial	_ g' n' i m' e l _
gnimialap	_ g' n' i m' e l a p _
gnimiavas	_ g' n' i m' e v a s _
gnimitsyks	_ g' n' i m' i t' s' ii k s _
gnimkës	_ g' n' i m' k' ee s _
gnimkët	_ g' n' i m' k' ee t _
gnimlik	_ g' n' i m' l' i k _
gnimlikði	_ g' n' i m' l' i k' S' i _
gnimod	_ g' n' i m oo t _
gnimol	_ g' n' i m oo l _
gnimrað	_ g' n' i m r a S _
gnimred	_ g' n' i m' r' e t _
gnimrevt	_ g' n' i m' r' e v t _
gnimrevtði	_ g' n' i m' r' e v' t' S' i _
gnimrotsnierb	_ g' n' i m r oo t' s' n' ie r p _
gnimrotðnierb	_ g' n' i m r oo t' S' n' ie r p _
gnimsarp	_ g' n' i m s a r p _
gnimse	_ g' n' i m' s' e _
gnimseig	_ g' n' i m' s' e j k _
gnimsguaiþd	_ g' n' i m z g u a j S t _
gnimsiaþ	_ g' n' i m' s' e S _
gnimsieg	_ g' n' i m' s' ie k _
gnimsiet	_ g' n' i m' s' ie t _
gnimskiev	_ g' n' i m' s' k' ie v _
gnimsknek	_ g' n' i m' s' k' n' e k _
gnimsknert	_ g' n' i m' s' k' n' e r t _
gnimsknu	_ g' n' i m s k n u _
gnimskrev	_ g' n' i m' s' k' r' e v _
gnimskër	_ g' n' i m' s' k' ee r _
gnimskû	_ g' n' i m s k uu _
gnimsrev	_ g' n' i m' s' r' e v _
gnimsuairg	_ g' n' i m s u a j r k _
gnimsuaj	_ g' n' i m s u a j' _
gnimsuaks	_ g' n' i m s u a k s _
gnimsuard	_ g' n' i m s u a r t _
gnimsërg	_ g' n' i m' s' ee r k _
gnimtir	_ g' n' i m' t' i r _
gnimuilb	_ g' n' i m u j l p _
gnimytlab	_ g' n' i m' ii t l a p _
gnimëdoun	_ g' n' i m' ee d oo w n _
gnimðkier	_ g' n' i m' S' k' ie r _
gnimðkuirt	_ g' n' i m S k u j r t _
gnimûrk	_ g' n' i m uu r k _
gnimþût	_ g' n' i m Z uu t _
gninagði	_ g' n' i n a k' S' i _
gninalp	_ g' n' i n a l p _
gninamun	_ g' n' i n a m u n _
gninamus	_ g' n' i n a m u s _
gninamði	_ g' n' i n a m' S' i _
gninednav	_ g' n' i n' e d n a v _
gninegems	_ g' n' i n' e g' e m s _
gnineid	_ g' n' i n' e j t _
gnineip	_ g' n' i n' e j p _
gnineiv	_ g' n' i n' e j v _
gninelep	_ g' n' i n' e l' e p _
gninemeil	_ g' n' i n' e m' e j l _
gninemka	_ g' n' i n' e m k a _
gninemleþ	_ g' n' i n' e m' l' e S _
gninemouts	_ g' n' i n' e m oo w t s _
gninemuar	_ g' n' i n' e m u a r _
gninemðet	_ g' n' i n' e m' S' e t _
gninepeh	_ g' n' i n' e p' e h _
gninert	_ g' n' i n' e r t _
gninertotua	_ g' n' i n' e r t oo t u a _
gninevup	_ g' n' i n' e v u p _
gningu	_ g' n' i n g u _
gniniad	_ g' n' i n' e t _
gniniamdiev	_ g' n' i n' e m' d' ie v _
gniniamrep	_ g' n' i n' e m' r' e p _
gniniamta	_ g' n' i n' e m t a _
gninimativ	_ g' n' i n' i m a t' i v _
gninimig	_ g' n' i n' i m' i k _
gninips	_ g' n' i n' i p s _
gninipëls	_ g' n' i n' i p' ee l s _
gninirut	_ g' n' i n' i r u t _
gninitûrk	_ g' n' i n' i t uu r k _
gniniðal	_ g' n' i n' i S a l _
gniniþàs	_ g' n' i n' i Z aa s _
gninkað	_ g' n' i n k a S _
gninlak	_ g' n' i n l a k _
gninlep	_ g' n' i n' l' e p _
gninliv	_ g' n' i n' l' i v _
gninoks	_ g' n' i n oo k s _
gninolam	_ g' n' i n oo l a m _
gninomarp	_ g' n' i n oo m a r p _
gninomerec	_ g' n' i n oo m' e r' e ts _
gninomrah	_ g' n' i n oo m r a h _
gninomàs	_ g' n' i n oo m aa s _
gninomði	_ g' n' i n oo m' S' i _
gninoud	_ g' n' i n oo w t _
gninrab	_ g' n' i n r a p _
gninrad	_ g' n' i n r a t _
gninspeil	_ g' n' i n' s' p' e j l _
gninsëd	_ g' n' i n' s' ee t _
gninualð	_ g' n' i n u a l S _
gninuarb	_ g' n' i n u a r p _
gninylð	_ g' n' i n' ii l S _
gninymieð	_ g' n' i n' ii m' ie S _
gninëlev	_ g' n' i n' ee l' e v _
gninëls	_ g' n' i n' ee l s _
gninûk	_ g' n' i n uu k _
gnipavk	_ g' n' i p a v k _
gnipendik	_ g' n' i p' e n' d' i k _
gnipiaðap	_ g' n' i p' e S a p _
gnipicnirp	_ g' n' i p' i ts' n' i r p _
gnipil	_ g' n' i p' i l _
gnipit	_ g' n' i p' i t _
gnipmed	_ g' n' i p' m' e t _
gnipmeditna	_ g' n' i p' m' e d' i t n a _
gnipmek	_ g' n' i p' m' e k _
gnipod	_ g' n' i p oo t _
gnipoiènil	_ g' n' i p oo j tS' n' i l _
gniprav	_ g' n' i p r a v _
gniprud	_ g' n' i p r u t _
gnipu	_ g' n' i p u _
gnipû	_ g' n' i p uu _
gnir	_ g' n' i r _
gniradbal	_ g' n' i r a d b a l _
gnirag	_ g' n' i r a k _
gnirak	_ g' n' i r a k _
