abejaip	_ _
dëpaiknep	_ d' ee p a j k' n' e p _
dëpaièalp	_ d' ee p a j tS a l p _
dëpaiðeð	_ d' ee p a j S' e S _
dëpap	_ d' ee p a p _
dëpater	_ d' ee p a t' e r _
dëpatël	_ d' ee p a t' ee l _
dëpavgnel	_ d' ee p a v' g' n' e l _
dëpialk	_ d' ee p' e l k _
dëpkliv	_ d' ee p' k' l' i v _
dëpmal	_ d' ee p m a l _
dëpnotleg	_ d' ee p n oo t' l' e k _
dëprutek	_ d' ee p r u t' e k _
dëptak	_ d' ee p t a k _
dëptar	_ d' ee p t a r _
dëpuprat	_ d' ee p u p r a t _
dëpèak	_ d' ee p tS a k _
dëpðuak	_ d' ee p S u a k _
dër	_ d' ee r _
dërg	_ d' ee r k _
dëru	_ d' ee r u _
dës	_ d' eE s _
dësajuan	_ d' ee s a j' u a n _
dësaneiv	_ d' ee s a n' e j v _
dësap	_ d' ee s a p _
dësapen	_ d' ee s a p' e n _
dësiav	_ d' ee s' e v _
dësiman	_ d' ee s' i m a n _
dësirt	_ d' ee s' i r t _
dësivd	_ d' ee s' i v t _
dëslio	_ d' ee s' l' oo _
dëslous	_ d' ee s l oo w s _
dësneiv	_ d' ee s' n' e j v _
dësom	_ d' ee s oo m _
dësop	_ d' ee s oo p _
dësoun	_ d' ee s oo w n _
dësounen	_ d' ee s oo w n' e n _
dësrep	_ d' ee s' r' e p _
dëst	_ d' ee s t _
dëstinë	_ d' ee s' t' i n' ee _
dëstytoja	_ d' Ee s' t' ii t oo j' e _
dësuan	_ d' ee s u a n _
dësup	_ d' ee s u p _
dësèio	_ d' ee S' tS' oo _
dësëluas	_ d' ee s' ee l u a s _
dësëm	_ d' ee s' ee m _
dësëmirt	_ d' ee s' ee m' i r t _
dëtavyg	_ d' ee t a v' ii k _
dëtiam	_ d' ee t' e m _
dëtlev	_ d' ee t' l' e v _
dëv	_ d' ee v _
dëvap	_ d' ee v a p _
dëveiþ	_ d' ee v' e j S _
dëvnoh	_ d' ee v n oo h _
dëvyg	_ d' ee v' ii k _
dëði	_ d' ee S' i _
dëþu	_ d' ee Z u _
dûb	_ d uu p _
dûbainlevð	_ d uu b a j n' l' e v S _
dûbairuaiþ	_ d uu b a j r u a j S _
dûbakðirg	_ d uu b a k' S' i r k _
dûbamsknil	_ d uu b a m' s' k' n' i l _
dûbanplis	_ d uu b a n' p' l' i s _
dûbareg	_ d uu b a r' e k _
dûbateik	_ d uu b a t' e j k _
dûbatrivt	_ d uu b a t' r' i v t _
dûbatsiek	_ d uu b a t' s' ie k _
dûbatël	_ d uu b a t' ee l _
dûbatðknim	_ d uu b a t' S' k' n' i m _
dûbavgnel	_ d uu b a v' g' n' e l _
dûbkalav	_ d uu p k a l a v _
dûbop	_ d uu b oo p _
dûbs	_ d uu p s _
dûd	_ d uu t _
dûg	_ d uu k _
dûjop	_ d uu j' oo p _
dûjàs	_ d uU j' ea s _
dûjði	_ d uu j' S' i _
dûk	_ d uU k _
dûkin	_ d uu k' i n _
dûkini	_ d uu k' i n' i _
dûkinë	_ d uu k' i n' ee _
dûks	_ d uU k s _
dûktelë	_ d uu k' t' e l' ee _
dûl	_ d uu l _
dûlg	_ d uu l k _
dûli	_ d uu l' I _
dûlin	_ d uu l' i n _
dûlinë	_ d uu l' i n' ee _
dûlp	_ d uu l p _
dûlpapil	_ d uu l p a p' i l _
dûlpmas	_ d uu l p m a s _
dûlpojuark	_ d uu l p oo j' u a r k _
dûlpokas	_ d uu l p oo k a s _
dûlpop	_ d uu l p oo p _
dûlpoun	_ d uu l p oo w n _
dûlptna	_ d uu l p t n a _
dûlpði	_ d uu l' p' S' i _
dûlpþu	_ d uu l b Z u _
dûlë	_ d uU l' ee _
dûm	_ d uu m _
dûmin	_ d uu m' i n _
dûmo	_ d Uu m oo _
dûn	_ d uu n _
dûns	_ d uu n s _
dûnsuaisup	_ d uu n s u a j s u p _
dûp	_ d uu p _
dûpaisiav	_ d uu p a j s' e v _
dûpaiðeð	_ d uu p a j S' e S _
dûps	_ d uu p s _
dûpsojuark	_ d uu p s oo j' u a r k _
dûpsup	_ d uu p s u p _
dûr	_ d uu r _
dûralyvs	_ d uu r a l' ii v s _
dûrg	_ d uu r k _
dûrgaibmats	_ d uu r g a j b m a t s _
dûrgaiguad	_ d uu r g a j g u a t _
dûrgaiklums	_ d uu r g a j k l u m s _
dûrgailaþ	_ d uu r g a j l a S _
dûrgalka	_ d uu r g a l k a _
dûrgateik	_ d uu r g a t' e j k _
dûrgdouj	_ d uu r g d oo w j' _
dûrgivas	_ d uu r' g' i v a s _
dûrgnas	_ d uu r g n a s _
dûrgnoduar	_ d uu r g n oo d u a r _
dûrgpanak	_ d uu r k p a n a k _
dûrin	_ d uu r' i n _
dûrinë	_ d uU r' i n' ee _
dûrp	_ d uu r p _
dûrps	_ d uu r p s _
dûrpsoun	_ d uu r p s oo w n _
dûrpstna	_ d uu r p s t n a _
dûrëlge	_ d uu r' ee l' g' e _
dûs	_ d uu s _
dûsa	_ d uu s a _
dûsrig	_ d uu s' r' i k _
dûzg	_ d uu s k _
dûzgen	_ d uu z' g' e n _
dûzgin	_ d uu z' g' i n _
dûð	_ d uu S _
dûðailkra	_ d uu S a j l k r a _
dûðkruiþ	_ d uu S k r u j S _
dûðnuð	_ d uu S n u S _
dþarog	_ dZ a r oo k _
dþbanð	_ dZ b a n S _
dþbinð	_ dZ' b' i n S _
dþbinðap	_ dZ' b' i n S a p _
dþeirp	_ dZ' e j r p _
dþeirpap	_ dZ' e j r p a p _
dþer	_ dZ' e r _
dþerðk	_ dZ' e r S k _
dþerðkin	_ dZ' e r' S' k' i n _
dþgavð	_ dZ g a v S _
dþgerk	_ dZ' g' e r k _
dþgiavþ	_ dZ' g' e v S _
dþgiavþeb	_ dZ' g' e v' Z' e p _
dþgiavþnoduar	_ dZ' g' e v Z n oo d u a r _
dþgiavþrepus	_ dZ' g' e v' Z' r' e p u s _
dþgrag	_ dZ g r a k _
dþgravð	_ dZ g r a v S _
dþgreb	_ dZ' g' r' e p _
dþgrig	_ dZ' g' r' i k _
dþgrivþ	_ dZ' g' r' i v S _
dþgrug	_ dZ g r u k _
dþguaik	_ dZ g u a j k _
dþguaið	_ dZ g u a j S _
dþguið	_ dZ g u j S _
dþgyvð	_ dZ' g' ii v S _
dþgëvð	_ dZ' g' ee v S _
dþi	_ dZ' i _
dþiaug	_ dZ' e w k _
dþiaust	_ dZ' e w s t _
dþiaz	_ dZ' e s _
dþigit	_ dZ' i g' i t _
dþings	_ dZ' i n k s _
dþingt	_ dZ' I n k t _
dþiov	_ dZ' oo v _
dþiovin	_ dZ' oo v' i n _
dþirin	_ dZ' i r' i n _
dþiu	_ dZ' u _
dþiubt	_ dZ' U p t _
dþiugin	_ dZ' u g' i n _
dþiukt	_ dZ' U k t _
dþiuktelë	_ dZ' u k' t' e l' ee _
dþiû	_ dZ' uu _
dþiûga	_ dZ' uu g a _
dþiûkt	_ dZ' Uu k t _
dþiûktelë	_ dZ' uu k' t' e l' ee _
dþu	_ dZ u _
dþyr	_ dZ' ii r _
ech	_ E x _
efektyvin	_ e f' e k' t' ii v' i n _
egi	_ eA g' i _
ego	_ E g oo _
egzamin	_ e g z a m' i n _
egzist	_ e g' z' i s t _
egziuperi	_ e g' z' u p' e r' I _
eidinë	_ E J d' i n' ee _
eie	_ e j' ie _
eigulia	_ e j g u l' e _
eiklin	_ e j k' l' i n _
eikvo	_ e j k v oo _
eikð	_ E J k S _
eikðenkit	_ e j k' S' Ea n' k' i t _
eili	_ e j l' i _
eilio	_ e j l' oo _
eime	_ e j m' E _
ein	_ e j n _
eisiva	_ E J s' i v a _
eiþeno	_ e j Z' e n oo _
eiþë	_ e j Z' ee _
ejo	_ e j' oo _
ejoi	_ e j' oo j _
ejoisu	_ e j' oo j s u _
ejoisui	_ e j' oo j s u j _
ejoisuvad	_ e j' oo j s u v a t _
ejoièna	_ e j' oo j tS n a _
ejoiènai	_ e j' oo j tS n a j _
ejoiènais	_ e j' oo j tS n a j s _
ejoiènaið	_ e j' oo j tS n a j S _
ejoièni	_ e j' oo j tS' n' i _
ejojo	_ e j' oo j' oo _
ejojoi	_ e j' oo j' oo j _
ejojoisu	_ e j' oo j' oo j s u _
ejojoisui	_ e j' oo j' oo j s u j _
ejojoièna	_ e j' oo j' oo j tS n a _
ejojoiènai	_ e j' oo j' oo j tS n a j _
ejojoiènais	_ e j' oo j' oo j tS n a j s _
ejojoiènaið	_ e j' oo j' oo j tS n a j S _
ejojoièni	_ e j' oo j' oo j tS' n' i _
ejojoma	_ e j' oo j' oo m a _
ejojomai	_ e j' oo j' oo m a j _
ejojomi	_ e j' oo j' oo m' i _
ejojomis	_ e j' oo j' oo m' i s _
ejojomið	_ e j' oo j' oo m' i S _
ejojomo	_ e j' oo j' oo m oo _
ejojonit	_ e j' oo j' oo n' i t _
ejojot	_ e j' oo j' oo t _
ejoma	_ e j' oo m a _
ejomai	_ e j' oo m a j _
ejomi	_ e j' oo m' i _
ejomis	_ e j' oo m' i s _
ejomið	_ e j' oo m' i S _
ejomo	_ e j' oo m oo _
ejonit	_ e j' oo n' i t _
ejot	_ e j' oo t _
eju	_ e j' u _
ejui	_ e j' u j _
ejy	_ e j' ii _
ejë	_ e j' ee _
ekiu	_ e k' U _
ekran	_ e k r a n _
ekraniz	_ e k r a n' i s _
ekshum	_ e k s h u m _
ekskurs	_ e k s k u r s _
eksmatrikuli	_ e k s m a t' r' i k u l' i _
eksmit	_ e k' s' m' i t _
ekspatrij	_ e k s p a t' r' i j' _
ekspedij	_ e k' s' p' e d' i j' _
eksperiment	_ e k' s' p' e r' i m' e n t _
eksplik	_ e k' s' p' l' i k _
eksploat	_ e k s p l oo a t _
ekspon	_ e k s p oo n _
eksport	_ e k s p oo r t _
ekspromtu	_ e k s p r Oo m t u _
eksproprij	_ e k s p r oo p' r' i j' _
eksternu	_ e k' s' t' Ea r n u _
ekstra	_ E k s t r a _
ekstrah	_ e k s t r a h _
ekstrapoli	_ e k s t r a p oo l' i _
ekvilibr	_ e k' v' i l' i b r _
elektrifik	_ e l' e k' t' r' i f' i k _
elektrin	_ e l' e k' t' r' i n _
elektriz	_ e l' e k' t' r' i s _
elektrë	_ e l' e k' t' r' ee _
elg	_ e l k _
elgeta	_ E L' g' e t a _
elimin	_ e l' i m' i n _
elk	_ E L k _
elp	_ e l p _
elþ	_ e l S _
ema	_ e m a _
emai	_ e m a j _
emaisu	_ e m a j s u _
emaisui	_ e m a j s u j _
emaisuvad	_ e m a j s u v a t _
emaièna	_ e m a j tS n a _
emaiènai	_ e m a j tS n a j _
emaiènais	_ e m a j tS n a j s _
emaiènaið	_ e m a j tS n a j S _
emaièni	_ e m a j tS' n' i _
emaja	_ e m a j' e _
emajai	_ e m a j' e j _
emajaisu	_ e m a j' e j s u _
emajaisui	_ e m a j' e j s u j _
emajaièna	_ e m a j' e j tS n a _
emajaiènai	_ e m a j' e j tS n a j _
emajaiènais	_ e m a j' e j tS n a j s _
emajaiènaið	_ e m a j' e j tS n a j S _
emajaièni	_ e m a j' e j tS' n' i _
emajama	_ e m a j' e m a _
emajamai	_ e m a j' e m a j _
emajami	_ e m a j' e m' i _
emajamis	_ e m a j' e m' i s _
emajamið	_ e m a j' e m' i S _
emajamo	_ e m a j' e m oo _
emajanit	_ e m a j' e n' i t _
emajat	_ e m a j' e t _
emali	_ e m a l' i _
emama	_ e m a m a _
emamai	_ e m a m a j _
emami	_ e m a m' i _
emamis	_ e m a m' i s _
emamið	_ e m a m' i S _
emamo	_ e m a m oo _
emancip	_ e m a n' ts' i p _
emanit	_ e m a n' i t _
emat	_ e m a t _
emi	_ e m' i _
emigr	_ e m' i g r _
emik	_ e m' i k _
emis	_ e m' i s _
emit	_ e m' i t _
emið	_ e m' i S _
emo	_ e m oo _
emovad	_ e m oo v a t _
emt	_ e m t _
emu	_ E m u _
emut	_ e m u t _
emë	_ e m' ee _
emëmut	_ e m' ee m u t _
emð	_ e m S _
end	_ e n t _
endoprotez	_ e n d oo p r oo t' e s _
endoteliz	_ e n d oo t' e l' i s _
eng	_ e n k _
enk	_ Ea n k _
ent	_ e n t _
erd	_ e r t _
erdvin	_ e r' d' v' i n _
erdvë	_ e r' d' v' eE _
erdë	_ e r' d' ee _
erg	_ e r k _
erk	_ e r k _
ernani	_ e r n a n' I _
erod	_ e r oo t _
erp	_ e r p _
ert	_ e r t _
erz	_ e r s _
erzeli	_ e r' z' e l' i _
erzin	_ e r' z' i n _
erð	_ e r S _
esk	_ e s k _
eskal	_ e s k a l _
eskiz	_ e s' k' i s _
eskort	_ e s k oo r t _
eso	_ e s oo _
esoi	_ e s oo j _
esoiso	_ e s oo j s oo _
esoisoi	_ e s oo j s oo j _
esoisoisu	_ e s oo j s oo j s u _
esoisoisui	_ e s oo j s oo j s u j _
esoisoièna	_ e s oo j s oo j tS n a _
esoisoiènai	_ e s oo j s oo j tS n a j _
esoisoiènais	_ e s oo j s oo j tS n a j s _
esoisoiènaið	_ e s oo j s oo j tS n a j S _
esoisoièni	_ e s oo j s oo j tS' n' i _
esoisoma	_ e s oo j s oo m a _
esoisomai	_ e s oo j s oo m a j _
esoisomi	_ e s oo j s oo m' i _
esoisomis	_ e s oo j s oo m' i s _
esoisomið	_ e s oo j s oo m' i S _
esoisomo	_ e s oo j s oo m oo _
esoisonit	_ e s oo j s oo n' i t _
esoisot	_ e s oo j s oo t _
esoisu	_ e s oo j s u _
esoisui	_ e s oo j s u j _
esoisuvad	_ e s oo j s u v a t _
esoièna	_ e s oo j tS n a _
esoiènai	_ e s oo j tS n a j _
esoiènais	_ e s oo j tS n a j s _
esoiènaið	_ e s oo j tS n a j S _
esoièni	_ e s oo j tS' n' i _
esoma	_ e s oo m a _
esomai	_ e s oo m a j _
esomi	_ e s oo m' i _
esomis	_ e s oo m' i s _
esomið	_ e s oo m' i S _
esomo	_ e s oo m oo _
esonit	_ e s oo n' i t _
esot	_ e s oo t _
esou	_ e s oo w _
esoui	_ e s oo w j _
esouisou	_ e s oo w j s oo w _
esouisoui	_ e s oo w j s oo w j _
esouisouisu	_ e s oo w j s oo w j s u _
esouisouisui	_ e s oo w j s oo w j s u j _
esouisouièna	_ e s oo w j s oo w j tS n a _
esouisouiènai	_ e s oo w j s oo w j tS n a j _
esouisouiènais	_ e s oo w j s oo w j tS n a j s _
esouisouiènaið	_ e s oo w j s oo w j tS n a j S _
esouisouièni	_ e s oo w j s oo w j tS' n' i _
esouisouma	_ e s oo w j s oo w m a _
esouisoumai	_ e s oo w j s oo w m a j _
esouisoumi	_ e s oo w j s oo w m' i _
esouisoumis	_ e s oo w j s oo w m' i s _
esouisoumið	_ e s oo w j s oo w m' i S _
esouisoumo	_ e s oo w j s oo w m oo _
esouisounit	_ e s oo w j s oo w n' i t _
esouisout	_ e s oo w j s oo w t _
esouisu	_ e s oo w j s u _
esouisui	_ e s oo w j s u j _
esouisuvad	_ e s oo w j s u v a t _
esouièna	_ e s oo w j tS n a _
esouiènai	_ e s oo w j tS n a j _
esouiènais	_ e s oo w j tS n a j s _
esouiènaið	_ e s oo w j tS n a j S _
esouièni	_ e s oo w j tS' n' i _
esouma	_ e s oo w m a _
esoumai	_ e s oo w m a j _
esoumi	_ e s oo w m' i _
esoumis	_ e s oo w m' i s _
esoumið	_ e s oo w m' i S _
esoumo	_ e s oo w m oo _
esounit	_ e s oo w n' i t _
esout	_ e s oo w t _
esperanto	_ e s' p' e r Aa n t oo _
est	_ e s t _
esterifik	_ e s' t' e r' i f' i k _
esterin	_ e s' t' e r' i n _
esy	_ e s' ii _
esà	_ e s aA _
esë	_ e s' eE _
eta	_ e t A _
etai	_ E t a j _
etap	_ e t a p _
eti	_ e t' i _
etik	_ e t' i k _
etimologiz	_ e t' i m oo l oo g' i s _
etioli	_ e t' oo l' i _
etis	_ e t' i s _
etið	_ e t' i S _
eto	_ e t oo _
etovad	_ e t oo v a t _
etut	_ e t u t _
etë	_ e t' ee _
etëmut	_ e t' ee m u t _
euo	_ e uo _
eureka	_ e w r' e k a _
evak	_ e v a k _
evangeliz	_ e v a n' g' e l' i s _
evoliucion	_ e v oo l' u ts' oo n _
eðelon	_ e S' e l oo n _
eðk	_ e S k _
fabrik	_ f a b' r' i k _
faksitab	_ f a k' s' i t a p _
faktoriz	_ f a k t oo r' i s _
falc	_ f a l ts _
falsifik	_ f a l' s' i f' i k _
fanatiz	_ f a n a t' i s _
faner	_ f a n' e r _
fantaz	_ f a n t a s _
farap	_ f a r a p _
farg	_ f a r k _
farga	_ f a r g a _
fargaiks	_ f a r g a j k s _
fargarap	_ f a r g a r a p _
fargclafp	_ f a r k ts l a f p _
fargdnal	_ f a r g d n a l _
fargelet	_ f a r' g' e l' e t _
fargeletoidar	_ f a r' g' e l' e t oo j d a r _
fargetni	_ f a r' g' e t' n' i _
farggrub	_ f a r g g r u p _
fargilak	_ f a r' g' i l a k _
fargilop	_ f a r' g' i l oo p _
farginalpoerets	_ f a r' g' i n a l p oo e r' e t s _
farginmil	_ f a r' g' i n' m' i l _
fargipe	_ f a r' g' i p' e _
fargirailos	_ f a r' g' i r a j l oo s _
fargitabomret	_ f a r' g' i t a b oo m' r' e t _
fargitla	_ f a r' g' i t l a _
fargkram	_ f a r k k r a m _
fargobmuromena	_ f a r g oo b m u r oo m' e n a _
fargodipar	_ f a r g oo d' i p a r _
fargodno	_ f a r g oo d n oo _
fargodo	_ f a r g oo d oo _
fargoeg	_ f a r g oo e k _
fargoelap	_ f a r g oo e l a p _
fargoemim	_ f a r g oo e m' i m _
fargoeram	_ f a r g oo e r a m _
fargoerets	_ f a r g oo e r' e t s _
fargoerohc	_ f a r g oo e r oo h ts _
fargognab	_ f a r g oo g n a p _
fargogol	_ f a r g oo g oo l _
fargohcisp	_ f a r g oo h' ts' i s p _
fargoib	_ f a r g oo j p _
fargoidrak	_ f a r g oo j d r a k _
fargoilbib	_ f a r g oo j l' b' i p _
fargoileh	_ f a r g oo j l' e h _
fargoilehotof	_ f a r g oo j l' e h oo t oo f _
fargoim	_ f a r g oo j m _
fargoisrot	_ f a r g oo j s r oo t _
fargoivuilp	_ f a r g oo j v u j l p _
fargokarot	_ f a r g oo k a r oo t _
fargokiskel	_ f a r g oo k' i s' k' e l _
fargolicso	_ f a r g oo l' i ts s oo _
fargoliforp	_ f a r g oo l' i f oo r p _
fargomed	_ f a r g oo m' e t _
fargomena	_ f a r g oo m' e n a _
fargomik	_ f a r g oo m' i k _
fargomret	_ f a r g oo m' r' e t _
fargomsies	_ f a r g oo m' s' ie s _
fargomtira	_ f a r g oo m' t' i r a _
fargomuenp	_ f a r g oo m u e n p _
fargomzitelp	_ f a r g oo m' z' i t' e l p _
fargonarip	_ f a r g oo n a r' i p _
fargonecs	_ f a r g oo n' e ts s _
fargonof	_ f a r g oo n oo f _
fargonorhc	_ f a r g oo n oo r h ts _
fargonorok	_ f a r g oo n oo r oo k _
fargonortkele	_ f a r g oo n oo r' t' k' e l' e _
fargonos	_ f a r g oo n oo s _
fargonte	_ f a r g oo n' t' e _
fargopit	_ f a r g oo p' i t _
fargopot	_ f a r g oo p oo t _
fargorab	_ f a r g oo r a p _
fargorailop	_ f a r g oo r a j l oo p _
fargorbiv	_ f a r g oo r' b' i v _
fargorbmo	_ f a r g oo r b m oo _
fargordih	_ f a r g oo r' d' i h _
fargorea	_ f a r g oo r' e a _
fargoreleska	_ f a r g oo r' e l' e s k a _
fargorgih	_ f a r g oo r' g' i h _
fargoripað	_ f a r g oo r' i p a S _
fargoroetem	_ f a r g oo r oo e t' e m _
fargoroetemoidar	_ f a r g oo r oo e t' e m oo j d a r _
fargortkeps	_ f a r g oo r' t' k' e p s _
fargortkepsoidar	_ f a r g oo r' t' k' e p s oo j d a r _
fargortsa	_ f a r g oo r t s a _
fargosir	_ f a r g oo s' i r _
fargoskod	_ f a r g oo s k oo t _
fargospile	_ f a r g oo s' p' i l' e _
fargosruk	_ f a r g oo s r u k _
fargotalid	_ f a r g oo t a l' i t _
fargotamenik	_ f a r g oo t a m' e n' i k _
fargotamorhc	_ f a r g oo t a m oo r h ts _
fargotamred	_ f a r g oo t a m' r' e t _
fargotanidrook	_ f a r g oo t a n' i d r oo oo k _
fargotengam	_ f a r g oo t' e n g a m _
fargotets	_ f a r g oo t' e t s _
fargotil	_ f a r g oo t' i l _
fargotkeh	_ f a r g oo t' k' e h _
fargotkepsortsa	_ f a r g oo t' k' e p s oo r t s a _
fargotkepsrep	_ f a r g oo t' k' e p' s' r' e p _
fargotnap	_ f a r g oo t n a p _
fargotof	_ f a r g oo t oo f _
fargotrak	_ f a r g oo t r a k _
fargotua	_ f a r g oo t u a _
fariþ	_ f a r' i S _
farðir	_ f a r' S' i r _
fas	_ f a s _
fatoilbib	_ f a t oo j l' b' i p _
fatonek	_ f a t oo n' e k _
favoriz	_ f a v oo r' i s _
faðist	_ f a S' i s t _
fecht	_ f' e x t _
fejb	_ f' e j' p _
fejler	_ f' e j' l' e r _
fejlerab	_ f' e j' l' e r a p _
fejleroh	_ f' e j' l' e r oo h _
fejlerorkam	_ f' e j' l' e r oo r k a m _
fejlerorkim	_ f' e j' l' e r oo r' k' i m _
felb	_ f' e l p _
femininum	_ f' e m' i n' I n u m _
fenozi	_ f' e n oo z' i _
fermamente	_ f' e r m a m' Ea n' t' e _
ferment	_ f' e r' m' e n t _
ferrari	_ f' e r r aA r' i _
festivamente	_ f' e s' t' i v a m' Ea n' t' e _
fezoj	_ f' e z oo j' _
fezoþd	_ f' e z oo S t _
fezuj	_ f' e z u j' _
feð	_ f' e S _
fiasko	_ f' eA s k oo _
fiat	_ f' i aA t _
fibtsor	_ f' i p t s oo r _
fielð	_ f' ie l S _
fierd	_ f' ie r t _
fies	_ f' ie s _
figûr	_ f' i g uu r _
fih	_ f' i h _
fiks	_ f' i k s _
filak	_ f' i l a k _
filg	_ f' i l k _
filgirt	_ f' i l' g' i r t _
filgoreih	_ f' i l g oo r' e j h _
filgortep	_ f' i l g oo r' t' e p _
film	_ f' i l m _
filosof	_ f' i l oo s oo f _
filtr	_ f' i l t r _
filë	_ f' i l' eE _
filð	_ f' i l S _
finans	_ f' i n a n s _
finið	_ f' i n' i S _
fir	_ f' i r _
firat	_ f' i r a t _
fireð	_ f' i r' e S _
firg	_ f' i r k _
firgogol	_ f' i r g oo g oo l _
firkopa	_ f' i r k oo p a _
fisoj	_ f' i s oo j' _
fitarap	_ f' i t a r a p _
fizo	_ f' i z O _
fla	_ f l a _
flar	_ f l a r _
fle	_ f' l' e _
fled	_ f' l' e t _
fleð	_ f' l' e S _
flirt	_ f' l' i r t _
fliukt	_ f' l' u k t _
floda	_ f l oo d a _
flodur	_ f l oo d u r _
flog	_ f l oo k _
flor	_ f l oo r _
fluor	_ f l uo r _
fluoresc	_ f l uo r' e s ts _
fmem	_ f' m' e m _
fmil	_ f' m' i l _
fmilomeh	_ f' m' i l oo m' e h _
fmin	_ f' m' i n _
fmuirt	_ f m u j r t _
fohhcrik	_ f oo h' h' ts' r' i k _
fohtutð	_ f oo h t u t S _
foje	_ f o j' E _
fojë	_ f oo j' eE _
fokus	_ f o k U s _
folio	_ f O l' oo _
folium	_ f O l' u m _
form	_ f oo r m _
formaliz	_ f oo r m a l' i s _
formalë	_ f oo r m a l' ee _
format	_ f oo r m a t _
formin	_ f oo r' m' i n _
formul	_ f oo r m u l _
fors	_ f oo r s _
forte	_ f oo r' t' e _
fortogilo	_ f oo r t oo g' i l oo _
fortoreteh	_ f oo r t oo r' e t' e h _
fortotua	_ f oo r t oo t u a _
forts	_ f oo r t s _
fortsatak	_ f oo r t s a t a k _
fortsitna	_ f oo r' t' s' i t n a _
fortsopa	_ f oo r t s oo p a _
fos	_ f oo s _
fosfat	_ f oo s f a t _
fosforesc	_ f oo s f oo r' e s ts _
fosolif	_ f oo s oo l' i f _
fosolifoduesp	_ f oo s oo l' i f oo d u e s p _
fotoateljë	_ f oo t oo a t' e l' j' eE _
fotograf	_ f oo t oo g r a f _
fotoiðelektrin	_ f oo t oo j S' e l' e k' t' r' i n _
fotokopij	_ f oo t oo k oo p' i j' _
fotometr	_ f oo t oo m' e t r _
fotðiðk	_ f oo t' S' i S k _
fra	_ f r A _
fracht	_ f r a x t _
frakcion	_ f r a k' ts' oo n _
franko	_ f r Aa n k oo _
frau	_ f r Aa w _
fraz	_ f r a s _
freken	_ f' r' E k' e n _
frem	_ f' r' e m _
frez	_ f' r' e s _
friz	_ f' r' i s _
frodlesuid	_ f r oo d' l' e s u j t _
froilen	_ f r Oo j l' e n _
frok	_ f r oo k _
fromola	_ f r oo m oo l a _
fromolela	_ f r oo m oo l' e l a _
fromoret	_ f r oo m oo r' e t _
frotë	_ f r oo t' eE _
fru	_ f r U _
fruð	_ f r u S _
fuah	_ f u a h _
fuchteli	_ f u x' t' e l' i _
fui	_ f U J _
fuitrat	_ f u j t r a t _
funkcion	_ f u n' k' ts' oo n _
fup	_ f u p _
furjë	_ f u r' j' eE _
fut	_ f u t _
gab	_ g a p _
gaban	_ g a b a n _
gabano	_ g a b a n oo _
gaben	_ g a b' e n _
gabendin	_ g a b' e n' d' i n _
gabmul	_ g a b m u l _
gabot	_ g a b oo t _
gabu	_ g a b U _
gad	_ g a t _
gadak	_ g a d a k _
gadatkip	_ g a d a t' k' i p _
gadatnevð	_ g a d a t' n' e v S _
gadbik	_ g a d' b' i k _
gadin	_ g a d' i n _
gadlugyd	_ g a d l u g' ii t _
gadnam	_ g a d n a m _
gadoun	_ g a d oo w n _
gadpa	_ g a t p a _
gadsgir	_ g a d' z' g' i r _
gadskir	_ g a t' s' k' i r _
gadtkip	_ g a t' t' k' i p _
gaduail	_ g a d u a j l _
gadði	_ g a t' S' i _
gaf	_ g a f _
gafilop	_ g a f' i l oo p _
gafogilo	_ g a f oo g' i l oo _
gafoib	_ g a f oo j p _
gafoirb	_ g a f oo j r p _
gafoithci	_ g a f oo j t' h' ts' i _
gafokemrim	_ g a f oo k' e m' r' i m _
gafokim	_ g a f oo k' i m _
gafokras	_ g a f oo k r a s _
gafomotne	_ g a f oo m oo t' n' e _
gafonets	_ g a f oo n' e t s _
gafonom	_ g a f oo n oo m _
gafooz	_ g a f oo oo s _
gaforkam	_ g a f oo r k a m _
gaforken	_ g a f oo r' k' e n _
gaforkim	_ g a f oo r' k' i m _
gaforpak	_ g a f oo r p a k _
gaforpas	_ g a f oo r p a s _
gaforpok	_ g a f oo r p oo k _
gafotameh	_ g a f oo t a m' e h _
gafotif	_ g a f oo t' i f _
gafotknalp	_ g a f oo t k n a l p _
gafotneb	_ g a f oo t' n' e p _
gag	_ g a k _
gagen	_ g a g' e n _
gagin	_ g a g' i n _
gagno	_ g a g n oo _
gaidr	_ g a j d r _
gaidrin	_ g a j d' r' i n _
gaikðèio	_ g a j k' S' tS' oo _
gail	_ g a j l _
gaila	_ g a j l a _
gailesta	_ g a j l' e s t a _
gailin	_ g a j l' i n _
gailë	_ g a j l' ee _
gaimar	_ g a j m a r _
gainio	_ g a j n' oo _
gairav	_ g a j r a v _
gairin	_ g a j r' i n _
gaisr	_ g a j s r _
gaivali	_ g a j v a l' i _
gaivalio	_ g a j v a l' oo _
gaivalo	_ g A J v a l oo _
gaivelio	_ g a j v' e l' oo _
gaivelë	_ g a j v' eA l' ee _
gaivin	_ g a j v' i n _
gaivë	_ g a j v' ee _
gaið	_ g A J S _
gaiðalio	_ g a j S a l' oo _
gaiðin	_ g a j S' i n _
gaiðuli	_ g a j S u l' i _
gaiþ	_ g a j S _
gaiþdem	_ g a j Z' d' e m _
gaiþë	_ g a j Z' ee _
gajtnas	_ g a j' t n a s _
gaks	_ g a k s _
gal	_ g Aa l _
